X1,name
653308,ASAH2B
8386,OR1D5
653166,OR1D5
116173,CMTM5
57057,TBX20
164237,WFDC13
60509,AGBL5
126003,TRAPPC5
4991,OR1D2
100500897,MIR3617
391253,SPINT4
8389,OR1E3
8390,OR1G1
100288728,AC090282.1
2208,FCER2
140686,WFDC3
26189,OR1A2
8383,OR1A1
64224,HERPUD2
653166,OR1D4
347365,ITIH6
29974,A1CF
4995,OR3A2
7976,FZD3
4994,OR3A1
10916,MAGED2
407043,MIR7-1
202151,RANBP3L
80010,RMI1
8387,OR1E1
8392,OR3A3
101927575,AL390838.1
101930085,AC018647.2
100422903,MIR4288
2137,EXTL3
64078,SLC28A3
8388,OR1E2
7161,TP73
57099,AVEN
84690,SPATA22
1133,CHRM5
100874031,AGBL5-AS1
4624,MYH6
100128731,OST4
56851,EMC7
989,SEPTIN7
11117,EMILIN1
339390,CLEC4G
116092,DNTTIP1
100616477,MIR4442
4915,NTRK2
55768,NGLY1
161779,PGBD4
79768,KATNBL1
6507,SLC1A3
30835,CD209
101929402,EXTL3-AS1
3795,KHK
55756,INTS9
54941,RNF125
406990,MIR208A
4625,MYH7
677799,SNORA11
7216,TRO
7465,WEE1
11065,UBE2C
51444,RNF138
51234,EMC4
23075,SWAP70
443,ASPA
10669,CGREF1
4809,SNU13
5592,PRKG1
64762,GAREM1
79640,C22orf46
162514,TRPV3
4225,MEP1B
150365,MEI1
100126336,MIR208B
25983,NGDN
9990,SLC12A6
84696,ABHD1
102724719,AL731537.1
693190,MIR605
23283,CSTF2T
7125,TNNC2
440028,LINC02709
283104,SBF2-AS1
22943,DKK1
441818,WBP11P1
90203,SNX21
101928687,LNCAROD
105378305,LNCAROD
102466745,MIR6832
57565,KLHL14
81846,SBF2
10113,PREB
79879,CCDC134
101928618,AC083864.3
4153,MBL2
80820,EEPD1
6721,SREBF2
79618,HMBOX1
374864,CCDC178
10332,CLEC4M
85446,ZFHX2
10005,ACOT8
202018,TAPT1
23366,KIAA0895
54995,OXSM
65217,PCDH15
79178,THTPA
23287,AGTPBP1
646719,NIPBL-DT
285326,LINC00692
8906,AP1G2
115704,EVI5L
25836,NIPBL
339779,PRR30
105377003,AC099754.1
150921,TCF23
116135,LRRC3B
8884,SLC5A6
407039,MIR33A
440829,SHISA8
140831,ZSWIM3
90204,ZSWIM1
115650,TNFRSF13C
152110,NEK10
128497,SPATA25
100616259,MIR378I
54443,ANLN
79019,CENPM
140825,NEURL2
57212,TP73-AS1
5476,CTSA
101928008,AC011092.2
9079,LDB2
23303,KIF13B
133,ADM
80164,PRR36
80131,LRRC8E
55964,SEPTIN3
5609,MAP2K7
342346,C16orf96
148870,CCDC27
7442,TRPV1
5207,PFKFB1
388588,SMIM1
124402,UBALD1
272,AMPD3
60560,"NAA35"
57470,LRRC47
23295,MGRN1
9497,SLC4A7
51280,GOLM1
1846,DUSP4
100507588,TGFBR3L
9731,CEP104
313,AOAH
6618,SNAPC2
164684,WBP2NL
51374,ATRAID
80816,ASXL3
619351,LINC00589
101929123,LINC02493
109616994,SNORA75B
101929450,LINC02099
404217,CTXN1
5860,QDPR
101929470,AC131254.1
27301,APEX2
10469,TIMM44
286135,LINC02209
4668,"NAGA"
100422876,MIR3148
51669,SARAF
65250,CPLANE1
212,ALAS2
389766,C9orf153
790,CAD
645104,CLRN2
81689,ISCA1
100463486,MTRNR2L8
51056,LAP3
100616263,MIR4485
50862,RNF141
23484,LEPROTL1
100129827,IRAG1-AS1
8715,NOL4
79670,TUT7
100874264,AOAH-IT1
1994,ELAVL1
150368,PHETA2
10894,LYVE1
9844,ELMO1
6370,CCL25
80306,MED28
10335,IRAG1
389860,PAGE2B
27146,FAM184B
619373,MBOAT4
203569,PAGE2
10671,DCTN6
84467,FBN3
102724814,AL135999.1
84502,JPH4
90736,FAM104B
54876,DCAF16
105374727,AC025449.2
64151,NCAPG
9631,NUP155
100463488,MTRNR2L10
90737,PAGE5
10202,DHRS2
100128750,RBPMS-AS1
139793,PAGE3
11030,RBPMS
105376124,LINC02834
100847061,MIR4536-2
100616155,MIR4536-1
28986,MAGEH1
158880,USP51
2619,GAS1
100506834,GAS1RR
139628,FOXR2
440173,AL513318.1
7781,SLC30A3
1837,DTNA
1677,DFFB
401535,LINC02872
254251,LCORL
10325,RRAGB
5360,PLTP
1612,DAPK1
100302113,MIR1200
100861514,ELMO1-AS1
285126,DNAJC5G
102466731,MIR6769A
84309,NUDT16L1
9353,SLIT2
353345,GPR141
11279,KLF8
339448,C1orf174
54749,EPDR1
124401,ANKS3
57159,TRIM54
100133612,LINC01134
29978,UBQLN2
550643,NBDY
1497,CTNS
51314,NME8
105376672,LINC01345
105376673,LINC02780
63935,PCIF1
7349,UCN
284661,LINC01777
102723775,LINC01315
169981,SPIN3
150372,NFAM1
4358,MPV17
94009,SERHL
9646,CTR9
63925,ZNF335
55966,AJAP1
6424,SFRP4
27341,RRP7A
105376680,LINC02781
23729,SHPK
4318,MMP9
100616421,MIR4689
30851,TAX1BP3
55100,WDR70
2961,GTF2E2
109729184,SLC12A5-AS1
83930,STARD3NL
261734,NPHP4
253190,SERHL2
57468,SLC12A5
1982,EIF4G2
83460,EMC6
5026,P2RX5
317749,DHRS4L2
100507341,SMIM18
2936,GSR
474343,SPIN2B
2668,GDNF
2976,GTF3C2
54466,SPIN2A
445347,TRGC1
158584,FAAH2
105374729,LINC02110
101929745,LINC02119
146562,C16orf71
133584,EGFLAM
100506776,TRG-AS1
158586,ZXDB
286430,NLRP2B
7789,ZXDA
92249,LINC01278
273,AMPH
91695,RRP7BP
26048,ZNF500
139886,SPIN4
7993,UBXN8
267010,RNU12
124404,SEPTIN12
1727,CYB5R3
100505624,GTF3C2-AS1
23229,ARHGEF9
79603,CERS4
100506897,DAPK1-IT1
1514,CTSL
8890,EIF2B4
728635,AL136419.1
57727,NCOA5
8514,KCNAB2
3682,ITGAE
692223,SNORD97
101928053,AC116535.1
58486,ZBED5
958,CD40
440335,SMIM22
5516,PPP2CB
100852408,EGFLAM-AS4
100506475,EGFLAM-AS2
729013,ZBED5-AS1
3977,LIFR
340286,FAM183BP
392360,CTSL3P
27072,VPS41
267020,ATP5MGL
374378,GALNT18
53947,A4GALT
286234,SPATA31E1
79641,ROGDI
441452,SPATA31C1
56154,TEX15
26286,ARFGAP3
23552,CDK20
64405,CDH22
83903,HASPIN
283106,CSNK2A3
29942,PURG
55421,NCBP3
100423026,MIR4299
102465870,MIR8070
7486,WRN
51293,CD320
55031,USP47
100505893,SLIT2-IT1
51006,SLC35C2
407000,MIR218-1
4701,NDUFA7
84254,CAMKK1
133015,PACRGL
6234,RPS28
100506495,LIFR-AS1
645961,SPATA31C2
11252,PACSIN2
100500824,MIR3650
101926904,OSMR-AS1
256949,KANK3
10927,SPIN1
9180,OSMR
84656,GLYR1
158046,NXNL2
9784,SNX17
286238,LINC02843
3084,NRG1
100423015,MIR4289
1903,S1PR3
286223,S1PR3
51129,ANGPTL4
5023,P2RX1
53358,SHC3
27122,DKK3
11281,POU6F2
1164,CKS2
100422936,MIR3153
79048,SECISBP2
489,ATP2A3
253260,RICTOR
100507567,RAB11B-AS1
100847049,MIR4999
9230,RAB11B
63916,ELMO2
100616230,MIR4646
130557,ZNF513
5496,PPM1G
51257,MARCHF2
109616963,SNORA20B
29855,UBN1
100861520,POU6F2-AS1
57002,YAE1
25809,TTLL1
5898,RALA
4670,HNRNPM
29959,NRBP1
105376554,LINC02547
10507,SEMA4D
9645,MICAL2
84953,MICAL2
100874355,ARHGEF9-IT1
55505,NOP10
100302115,MIR1468
256646,NUTM1
139285,AMER1
5493,PPL
142689,ASB12
55613,MTMR8
100506679,TTLL1-AS1
8621,CDK13
638,BIK
27349,MCAT
55906,ZC4H2
254531,LPCAT4
23170,TTLL12
340554,ZC3H12B
200634,KRTCAP3
80274,SCUBE1
81887,LAS1L
9717,SEC14L5
23015,GOLGA8A
51172,"NAGPA"
105373051,SCUBE1-AS2
101927447,SCUBE1-AS1
105373054,LINC01639
758,MPPED1
26160,IFT172
64800,EFCAB6
10912,GADD45G
102466906,MIR6124
55742,PARVA
8320,EOMES
4478,MSN
100129066,UNQ6494
23140,ZZEF1
2533,FYB1
100302160,MIR1233-1
105378311,AL353784.1
440270,GOLGA8B
84106,PRAM1
100302192,MIR548F1
100463289,MTRNR2L5
11130,ZWINT
105377007,LINC01980
55713,ZNF334
56052,ALG1
84330,ZNF414
286370,MIR4290HG
100422963,MIR4290
136647,MPLKIP
407008,MIR223
11326,VSIG4
101927873,LINC01508
7003,TEAD1
79783,SUGCT
128506,OCSTAMP
64849,SLC13A3
54769,DIRAS2
4542,MYO1F
25830,SULT4A1
100996624,LINC01981
6850,SYK
100500834,MIR3924
253430,IPMK
152100,CMC1
100506305,LINC00958
124936,CYB5D2
55847,CISD1
10982,MAPRE2
105376557,RASSF10-DT
644943,RASSF10
9843,HEPH
150379,PNPLA5
101928744,LINC01450
7321,UBE2D1
64343,AZI2
101928773,LINC01449
51479,ANKFY1
100422845,MIR1233-2
406,ARNTL
3624,INHBA
57369,GJD2
70,ACTC1
7019,TFAM
80339,PNPLA3
146556,C16orf89
285954,INHBA-AS1
735,C9
102465859,MIR7978
105374516,AC096576.3
2737,GLI3
359822,KCNIP4-IT1
25813,SAMM50
9716,AQR
166647,ADGRA3
81794,ADAMTS10
80114,BICC1
196483,EEF2KMT
1601,DAB2
112267931,DAB2
112858,TP53RK
81031,SLC2A10
2139,EYA2
84457,PHYHIPL
84307,ZNF397
152098,ZCWPW2
29780,PARVB
100129347,LINC00484
220965,FAM13C
7326,UBE2G1
549,AUH
57733,GBA3
101928795,LINC01448
54989,ZNF770
79020,C7orf25
201305,SPNS3
105372267,NFILZ
54715,RBFOX1
100101467,ZSCAN30
4783,NFIL3
284382,ACTL9
284383,OR2Z1
388112,"NANOGP8"
4920,ROR2
148156,ZNF558
89978,DPH6
27303,RBMS3
5683,PSMA2
124976,SPNS2
10778,ZNF271P
7572,ZNF24
100500821,MIR3910-1
100500902,MIR3910-2
85509,MBD3L1
10558,SPTLC1
10514,MYBBP1A
94025,MUC16
100500904,MIR3942
10891,PPARGC1A
64098,PARVG
100616293,MIR4510
100500814,MIR3616
125963,OR1M1
23613,ZMYND8
84529,CDIN1
390882,OR7G2
252884,ZNF396
125962,OR7G1
390883,OR7G3
57693,ZNF317
60401,EDA2R
101926940,LINC02104
64983,MRPL32
125476,INO80C
105378318,AC026391.1
23548,TTC33
220963,SLC16A9
162998,OR7D2
367,AR
138652,PRSS47
100507027,MRLN
125958,OR7D4
23072,HECW1
85352,SHISAL1
3376,IARS1
5734,PTGER4
26648,OR7E24
374879,ZNF699
101927526,LINC01656
2589,GALNT1
84247,RTL6
5562,PRKAA1
8030,CCDC6
124975,GGT6
84527,ZNF559
283025,LINC01553
84280,BTBD10
55615,PRR5
64838,FNDC4
288,ANK3
342527,SMTNL2
400568,LINC01996
246,ALOX15
2646,GCKR
1665,DHX15
100616257,MIR3975
406963,MIR187
100500864,MIR3929
83608,C18orf21
4212,MEIS2
4983,OPHN1
6167,RPL37
27043,PELP1
5741,PTH
100529215,ZNF559-ZNF177
84226,C2orf16
693158,MIR573
619564,SNORD72
107986266,LINC02473
84674,CARD6
84450,ZNF512
6649,SOD3
55197,RPRD1A
100500918,MIR3651
100124534,SNORA84
84188,FAR1
730,C7
55035,NOL8
91050,CCDC149
100127950,HECW1-IT1
100873977,RBMS3-AS1
100500829,MIR3943
101928015,LINC01985
7048,TGFBR2
100506895,LUARIS
9263,STK17A
101559451,AC091153.3
55203,LGI2
553158,PRR5-ARHGAP8
409,ARRB2
7730,ZNF177
100529215,ZNF177
133558,MROH2B
25800,SLC39A6
105376561,LINC02545
101928132,LINC02683
51091,SEPSECS
10418,SPON1
10781,ZNF266
55744,COA1
100856811,NRG1-IT1
339896,GADL1
100874286,NRG1-IT3
79635,CCDC121
286451,YIPF6
11321,GPN1
22800,RRAS2
100423038,MIR466
55250,ELP2
201595,STT3B
84750,FUT10
147741,ZNF560
9754,STARD8
55300,PI4K2B
80185,TTI2
23779,ARHGAP8
105372268,AC008567.3
644,BLVRA
79088,ZNF426
114884,OSBPL10
29063,ZCCHC4
101928238,ZNF426-DT
7675,ZNF121
84549,MAK16
729,C6
64951,MRPS24
1947,EFNB1
93134,ZNF561
1315,COPB1
100534592,URGCP-MRPS24
64219,PJA1
692084,SNORD13
79845,RNF122
55665,URGCP
100996279,LINC00269
29945,ANAPC4
27112,FAM155B
78986,DUSP26
26038,CHD5
1896,EDA
9913,SUPT7L
100874206,OSBPL10-AS1
344787,ZNF860
51619,UBE2D4
100500887,MIR676
158835,AWAT2
345557,PLCXD3
137970,UNC5D
23171,GPD1L
22950,SLC4A1AP
102466875,MIR8063
112885,PHF21B
139562,OTUD6A
5019,OXCT1
3476,IGBP1
145942,TMCO5A
54811,ZNF562
400569,MED11
152189,CMTM8
347516,DGAT2L6
58191,CXCL16
158833,AWAT1
112616,CMTM7
84225,ZMYND15
10568,SLC34A2
5030,P2RY4
407,ARR3
84820,POLR2J4
100129995,LINC01460
162993,ZNF846
100505555,ZNF846
9553,MRPL33
5682,PSMA1
102465867,MIR8065
101928227,LINC02345
54918,CMTM6
101927551,AL079301.1
100506714,NUP50-DT
107984773,LINC01852
285955,SPDYE1
10762,NUP50
102465247,MIR548AY
6146,RPL22
51143,DYNC1LI1
9032,TM4SF5
64080,RBKS
161742,SPRED1
54850,FBXL12
283953,TMEM114
347517,RAB41
284013,VMO1
100874002,OXCT1-AS1
283742,FAM98B
79091,METTL22
285636,C5orf51
9577,BABAM2
388323,GLTPD2
157855,KCNU1
102724450,RNF207-AS1
28988,DBNL
5694,PSMB6
388591,RNF207
59286,UBL5
51248,PDZD11
26272,FBXO4
10125,RASGRP1
5338,PLD2
23231,SEL1L3
23463,ICMT
24137,KIF4A
983,CDK1
5300,PIN1
23313,KIAA0930
25904,CNOT10
18,ABAT
2690,GHR
401541,CENPP
93145,OLFM2
390992,HES3
387509,GPR153
100507403,AC091182.1
4969,OGN
11332,ACOT7
9886,RHOBTB1
50509,COL5A3
80139,ZNF703
5140,PDE3B
100302149,MIR1249
7380,UPK3A
102723701,AC138356.1
4958,OMD
11160,ERLIN2
54829,ASPN
100507058,LINC00845
219623,TMEM26
389203,SMIM20
55007,FAM118A
101927809,COSMOC
55034,MOCOS
54857,GDPD2
105374540,LINC02357
100422965,MIR4263
219621,CABCOCO1
403150,FLJ31356
1842,ECM2
3516,RBPJ
2355,FOSL2
84159,ARID5B
27127,SMC1B
80206,FHOD3
151056,PLB1
219790,RTKN2
120227,CYP2R1
100616351,MIR4670
105373244,AL139398.1
64768,IPPK
50488,MINK1
1741,DLG3
50700,RDH8
26150,RIBC2
388503,C3P1
283045,AC024597.1
797,CALCB
22891,ZNF365
2192,FBLN1
23299,BICD2
54626,HES2
100847093,MIR5589
55337,SHFL
100129792,CCDC152
796,CALCA
131405,TRIM71
101929748,AL136981.3
1233,CCR4
83715,ESPN
84890,ADO
2720,GLB1
1959,EGR2
25880,TMEM186
6414,SELENOP
83744,ZNF484
5373,PMM2
105378328,AL590502.1
29982,NRBF2
221037,JMJD1C
83854,ANGPTL6
11212,PLPBP
387755,INSC
89846,FGD3
100422975,MIR4252
692312,PPAN-P2RY11
8718,TNFRSF25
56342,PPAN
100873930,DLG3-AS1
56159,TEX11
102466985,MIR6837
5224,PGAM2
23589,CARHSP1
692229,SNORD105
5032,P2RY11
8666,EIF3G
27434,POLM
400359,LINC02694
648987,AC025171.1
100506737,LINC01589
643853,TMPPE
25814,ATXN10
10491,CRTAP
389289,ANXA2R
153684,AC025171.2
25960,ADGRA2
203328,SUSD3
25941,TPGS2
7690,ZNF131
886,CCKAR
400360,C15orf54
112267877,AC092164.1
100302150,MIR1296
26032,SUSD5
100616253,MIR4762
84989,JMJD1C-AS1
7477,WNT7B
221035,REEP3
55296,TBC1D19
5500,PPP1CB
84270,CARD19
730668,BX537318.2
7057,THBS1
25827,FBXL2
101928887,LINC02671
4814,NINJ1
400931,MIRLET7BHG
55290,BRF2
100500828,MIR3619
406883,MIRLET7A3
100616143,MIR4763
406884,MIRLET7B
5465,PPARA
161835,FSIP1
109617015,SNORD3E
84889,SLC7A3
65268,WNK2
101929989,LITAFD
245711,SPDYA
7874,USP7
1786,DNMT1
167359,NIM1K
150383,CDPF1
80223,RAB11FIP1
11245,GPR176
3157,HMGCS1
105376569,LINC02751
29934,SNX12
1145,CHRNE
29119,CTNNA3
10343,PKDREJ
102465504,MIR6838
105376570,LINC02682
55020,TTC38
165,AEBP1
440275,EIF2AK4
55006,TRMT61B
100130311,C17orf107
347731,LRRTM3
2811,GP1BA
55553,SOX6
102466814,MIR7151
4303,FOXO4
56521,DNAJC12
8402,SLC25A11
23160,WDR43
158830,CXorf65
150384,GTSE1-DT
51512,GTSE1
23411,SIRT1
56477,CCL28
137362,GOT1L1
3561,IL2RG
692209,SNORD92
26796,SNORD53
109617012,SNORD53B
165186,TOGARAM2
64417,TMEM267
155,ADRB3
1978,EIF4EBP1
57536,KIAA1328
375444,C5orf34
55687,TRMU
100616346,MIR4649
5425,POLD2
9070,ASH2L
388939,PCARE
26001,RNF167
57620,STIM2
79745,CLIP4
26091,HERC4
6727,SRP14
9968,MED12
10605,PAIP1
100131089,SRP14-AS1
158293,FAM120AOS
90427,BMF
105372069,AC016493.1
56853,CELF4
23196,FAM120A
102464826,MIR6073
701,BUB1B
10944,C11orf58
57449,PLEKHG5
7342,UBP1
5216,PFN1
29035,C16orf72
6770,STAR
58498,MYL7
101927009,LINC02177
144100,PLEKHA7
101927026,AC012178.1
2027,ENO3
102060414,C2-AS1
27257,LSM1
104355218,LINC01177
104266959,LINC01195
238,ALK
2903,GRIN2A
2645,GCK
9530,BAG4
54413,NLGN3
5253,PHF2
9620,CELSR1
56924,PAK6
106821730,PAK6
23530,NNT
23259,DDHD2
101929199,LINC02261
100847045,MIR548AU
6207,RPS13
100422927,MIR4291
56033,BARX1
100422937,MIR4275
101928040,BARX1-DT
138639,PTPDC1
2705,GJB1
23122,CLASP2
23151,GRAMD4
26822,SNORD14A
5099,PCDH7
5286,PIK3C2A
80063,ATF7IP2
9203,ZMYM3
64781,CERK
9552,SPAG7
101927363,LINC02353
84513,PLPP5
101928622,AC016687.3
406881,MIRLET7A1
406888,MIRLET7F1
158257,LINC02603
406886,MIRLET7D
169841,ZNF169
10652,YKT6
4925,NUCB2
25771,TBC1D22A
54754,NUTM2F
105372068,AC090386.1
116984,ARAP2
23125,CAMTA2
100422857,MIR4318
644809,C15orf56
647946,MIR924HG
5330,PLCB2
84641,MFSD14B
106144584,LINC01290
84665,MYPN
2013,EMP2
8789,FBP2
146279,TEKT5
51646,YPEL5
54904,NSD3
2203,FBP1
100126323,MIR924
816,CAMK2B
100846997,MIR5583-2
100847025,MIR5583-1
220202,ATOH7
4682,NUBP1
64081,PBLD
101927900,LINC01477
84909,AOPEP
374383,NCR3LG1
641516,KC6
109616960,SNORA10B
81606,LBH
5289,PIK3C3
3767,KCNJ11
439933,AC104078.1
3189,HNRNPH3
401124,DTHD1
100302242,MIR1236
253558,LCLAT1
6833,ABCC8
9294,S1PR2
100422925,MIR4322
4841,NONO
51073,MRPL4
100313780,MIR2278
55680,RUFY2
102466518,MIR6081
407011,MIR23B
407019,MIR27B
100422842,MIR3074
780776,TVP23A
407012,MIR24-1
2176,FANCC
642757,TBC1D22A-AS1
79707,NOL9
339685,Z82186.1
101927722,LINC01644
400932,LINC00898
100313806,MIR1255B1
284930,AL117329.1
100508631,LINC02616
80835,TAS1R1
101928721,AL136537.1
92291,CAPN13
102465521,MIR6864
102465522,MIR6865
100616435,MIR4801
57495,NWD2
388324,INCA1
3104,ZBTB48
100131244,ANKRD63
55286,C4orf19
100505573,INAFM2
388115,CCDC9B
4261,CIITA
1763,DNA2
768211,RELL1
79623,GALNT14
284260,LINC00907
55276,PGM2
644844,PHGR1
10749,KIF1C
3383,ICAM1
85455,DISP2
9903,KLHL21
90417,KNSTRN
148479,PHF13
2255,FGF10
3386,ICAM4
6014,RIT2
90326,THAP3
137994,LETM2
101927075,FGF10-AS1
7087,ICAM5
100422916,MIR3201
23216,TBC1D1
5727,PTCH1
102724009,KIF1C-AS1
55065,SLC52A1
25817,TAFA5
100125288,ZGLP1
107984539,LINC02371
284933,Z84468.1
8034,SLC25A16
10884,MRPS30
100616415,MIR4535
100128946,LINC01310
55735,DNAJC11
6860,SYT4
124961,ZFP3
105373085,AL078622.1
112812,FDX2
7775,ZNF232
2288,FKBP4
348645,C22orf34
80312,TET1
348980,HCN1
100500882,MIR3667
125950,RAVER1
101928000,ZNF232-AS1
101927921,LINC01478
23774,BRD1
55749,CCAR1
9098,USP6
55846,ITFG2
133418,EMB
3385,ICAM3
101927943,SETBP1-DT
26040,SETBP1
23261,CAMTA1
440854,CAPN14
3712,IVD
79668,PARP8
10015,PDCD6IP
9889,ZBED4
79087,ALG12
7297,TYK2
100422829,MIR4319
83714,NRIP2
30845,EHD3
8170,SLC14A2
102725193,CAMTA1-AS2
101929469,TEX52
9341,VAMP3
2305,FOXM1
7498,XDH
2260,FGFR1
8863,PER3
79174,CRELD2
112268408,AC021517.1
28955,DEXI
6563,SLC14A1
10744,PTTG2
105374410,LINC02513
101928776,LINC01258
23274,CLEC16A
106144599,LINC01259
22893,BAHD1
101928114,LINC01811
11140,CDC37
84622,ZNF594
6716,SRD5A2
83695,RHNO1
100130950,AC087500.1
113189,CHST14
105374449,LINC01946
90416,CCDC32
388325,SCIMP
51072,MEMO1
7289,TULP3
51274,KLF3
100302213,MIR1181
5141,PDE4A
81793,TLR10
84661,DPY30
9135,RABEP1
116028,RMI2
10777,ARPP21
7004,TEAD4
8651,SOCS1
7096,TLR1
7142,TNP2
6683,SPAST
415116,PIM3
58531,PRM3
5620,PRM2
27079,RPUSD2
100131496,AL031666.2
101927377,AL031666.1
102465493,MIR6821
8202,NCOA3
400935,IL17REL
57082,KNL1
5619,PRM1
10333,TLR6
164714,TTLL8
100313773,MIR548H2
105371083,AC009121.3
92689,FAM114A1
10911,UTS2
23386,NUDCD3
400499,AC099489.1
23209,MLC1
3604,TNFRSF9
4927,NUP88
101927131,AC099489.3
9516,LITAF
693159,MIR574
11315,PARK7
80008,TMEM156
284266,SIGLEC15
10867,TSPAN9
9817,KEAP1
29881,NPC1L1
51088,KLHL5
57724,EPG5
8303,SNN
54456,MOV10L1
100505648,RAD51-AS1
51061,TXNDC11
53637,S1PR5
56341,PRMT8
5888,RAD51
84971,ATG4D
54206,ERRFI1
84268,RPAIN
100129223,THCAT155
84766,CRACR2A
29066,ZC3H7A
102724539,LINC01714
692211,SNORD98
100128782,LINC00476
219736,STOX1
50651,SLC45A1
57728,WDR19
375748,ERCC6L2
473,RERE
57097,PARP11
79009,DDX50
100302226,MIR1238
65095,KRI1
9050,PSTPIP2
55959,SULF2
54606,DDX56
100287592,LINC02106
498,ATP5F1A
400500,BCAR4
642366,AC010478.1
105369609,PARP11-AS1
100188953,LINC00092
3670,ISL1
26156,RSL1D1
708,C1QBP
158434,AL449403.2
103752584,CCND2-AS1
112268039,AL449403.3
3293,HSD17B3
894,CCND2
9188,DDX21
55177,RMDN3
5981,RFC1
56919,DHX33
55676,SLC30A6
57103,TIGAR
1032,CDKN2D
105378960,LINC02118
3672,ITGA1
8074,FGF23
10053,AP1M2
2251,FGF6
26548,ITGB1BP2
57102,C12orf4
2644,GCHFR
11046,AL160269.1
55192,DNAJC17
11046,SLC35D2
58484,NLRC4
56666,PANX2
6872,TAF1
2935,GSPT1
2023,ENO1
105371506,DHX33-DT
51009,DERL2
26128,KIFBP
57153,SLC44A2
80305,TRABD
10083,USH1C
115106,HAUS1
84272,YIPF4
57448,BIRC6
10635,RAD51AP1
222068,TMED4
195828,ZNF367
152831,KLB
643338,C15orf62
84936,ZFYVE19
100847065,MIR5591
22927,HABP4
6133,RPL9
4967,OGDH
53918,PELO
5552,SRGN
79003,MIS12
8555,CDC14B
284749,LINC00494
9559,VPS26A
83642,SELENOO
3673,ITGA2
22861,NLRP1
57580,PREX1
147339,C18orf25
6832,SUPV3L1
729978,NPIPB2
147727,ILF3-DT
85378,TUBGCP6
494470,RNF165
3609,ILF3
11019,LIAS
608,TNFRSF17
693143,MIR558
103752586,BIRC6-AS2
55622,TTC27
92017,SNX29
125336,LOXHD1
54866,PPP1R14D
101928994,AL596223.1
80201,HKDC1
83933,HDAC10
6692,SPINT1
101927227,AC007598.2
100616219,MIR4765
3098,HK1
55313,CPPED1
285045,LINC00486
340990,OTOG
100616195,MIR4718
8798,DYRK4
4052,LTBP1
195827,PRXL2C
729993,SHISA9
406916,MIR128-2
27160,INGX
8473,OGT
6769,STAC
10564,ARFGEF2
102465436,MIR6728
100505975,ENO1-AS1
2072,ERCC4
22869,ZNF510
765,CA6
158431,ZNF782
728392,AC055839.2
339166,AC007846.1
23302,WSCD1
84278,MFSD14C
102723330,LINC02729
4654,MYOD1
101927348,LINC02186
57496,MRTFB
10566,AKAP3
171177,RHOV
3746,KCNC1
83637,ZMIZ2
155184,SLC2A7
57617,VPS18
441457,NUTM2G
6518,SLC2A5
23746,AIPL1
54567,DLL4
26297,SERGEF
4704,NDUFA9
1515,CTSV
85443,DCLK3
79094,CHAC1
29906,ST8SIA5
7358,UGDH
54617,INO80
105377031,LINC02033
93953,GCNA
9881,TRANK1
2833,CXCR3
101929549,GAU1
26290,GALNT8
80045,GPR157
9063,PIAS2
574455,MIR193B
100126355,MIR365A
105447648,LINC02130
101059915,BX276092.9
106614088,MIR34AHG
102723483,CSE1L-AS1
1434,CSE1L
407040,MIR34A
102724571,LNCTAM34A
100130361,CXorf49
9852,EPM2AIP1
4338,MOCS2
9563,H6PD
6865,TACR2
100132994,CXorf49B
3742,KCNA6
80176,SPSB1
4292,MLH1
340508,GAS2L1P2
340527,NHSL2
392490,NHSL2
100506022,LINC02606
100885776,UGDH-AS1
23555,TSPAN15
3736,KCNA1
201895,SMIM14
84275,SLC25A33
57653,SUGT1P4-STRA6LP-CCDC180
340526,RTL5
3741,KCNA5
101929584,LINC02443
5303,PIN4
199953,TMEM201
83473,KATNAL2
3093,UBE2K
6780,STAU1
4908,NTF3
54821,ERCC6L
57101,ANO2
5478,PPIA
6191,RPS4X
7166,TPH1
50674,NEUROG3
100616136,MIR4430
5293,PIK3CD
25780,RASGRP3
219738,FAM241B
54478,PIMREG
23244,PDS5A
4435,CITED1
257396,AC008966.1
1305,COL13A1
51224,ELOA2
10468,FST
84064,HDHD2
113174,SAAL1
100507547,AL662884.3
161829,EXD1
94239,H2AZ2
6300,MAPK12
4724,NDUFS4
83394,PITPNM3
7450,VWF
55869,HDAC8
11261,CHP1
81890,QTRT1
105378966,LINC02105
25940,FAM98A
51124,IER3IP1
54622,ARL15
652991,SKOR2
5814,PURB
100616393,MIR4657
64005,MYO1G
110175910,MIR4527HG
100616264,MIR4527
693166,MIR581
729082,OIP5-AS1
104355287,LINC01320
104355288,LINC01320
1785,DNM2
4087,SMAD2
344967,AC098591.2
55728,N4BP2
6290,SAA3P
9851,KIAA0753
117195,MRGPRX3
8988,HSPB3
55661,DDX27
112574,SNX18
117196,MRGPRX4
100499484,SUGT1P4-STRA6LP
928,CD9
494141,SLC25A51P4
11339,OIP5
6291,SAA4
151325,MYADML
106144585,LINC01318
11082,ESM1
100499483,CCDC180
51203,NUSAP1
5600,MAPK11
100528017,SAA2-SAA4
6289,SAA2
3003,GZMK
105374461,AC019064.1
399,RHOH
100616475,MIR548AD
644997,PIK3CD-AS1
84817,TXNDC17
3001,GZMA
101929074,PIK3CD-AS2
100302223,MIR1302-8
23424,TDRD7
166979,CDC20B
22883,CLSTN1
51003,MED31
57523,NYNRIN
